,0
annual_return,0.06468608899046413
annual_vol,0.1261180025325966
sharpe,0.5568910373935134
psr,0.9041160083982518
sharpe_bootstrap_ci_lower,-0.49697533970779284
sharpe_bootstrap_ci_upper,1.2730106259701066
hit_rate,0.22916666666666666
skew,2.1139140129929332
kurtosis,9.152601918032918
avg_hhi,0.11979166666666667
avg_monthly_turnover,0.1875
total_turnover,9.0
max_drawdown,-0.16697873591939993
avg_gross_exposure,0.4791666666666667
avg_net_exposure,0.0
